,open,high,low,close,volume
2023-01-01 10:01:00,147.39871327239405,147.79400459164358,147.33595549438945,147.65618307646417,88490
2023-01-01 10:02:00,147.55078406784042,149.03274826269146,147.1758921398281,148.491449674933,80363
2023-01-01 10:03:00,148.326846039106,148.76102701464418,148.02740914867817,148.5002861524967,75501
2023-01-01 10:04:00,147.8536725353007,148.2968286631283,147.54722669665446,148.04392505426222,99632
2023-01-01 10:05:00,147.93299554592488,148.6253961150706,147.6108033572936,148.42404777873114,9985
2023-01-01 10:06:00,147.33352174432824,148.79491532345673,147.07856643928497,147.89528251480803,33641
2023-01-01 10:07:00,147.68694824694944,148.83268954874185,147.6819151289195,148.00274186423036,23897
2023-01-01 10:08:00,147.64892105197305,147.66932949010663,146.9836758385837,147.14743248396593,46652
2023-01-01 10:09:00,146.51963718296062,146.59009027608357,145.34314987591267,146.57582972634503,6973
2023-01-01 10:10:00,146.5451582940908,146.77863544522745,146.32646671744934,146.6770526062831,84330
2023-01-01 10:11:00,147.321484885829,147.32826312515775,145.9584366582387,147.01666861574964,74250
2023-01-01 10:12:00,147.2246096494543,147.33142926865037,147.00410879446693,147.1069522640321,67673
2023-01-01 10:13:00,146.96033029458422,147.8404748196562,146.89524402993305,147.07062496018838,55309
2023-01-01 10:14:00,146.40738756151046,147.1988062453078,146.30179274806187,146.95248149661998,57718
2023-01-01 10:15:00,147.10480376136866,147.29645114545443,145.01192006985343,146.3153593184742,69809
2023-01-01 10:16:00,145.98750223594706,146.55693598132154,145.01770869389546,146.01401806239227,23627
2023-01-01 10:17:00,145.94679738838087,145.976222893453,145.78857982758606,145.82684031072904,53621
2023-01-01 10:18:00,146.30395940885924,146.32686006379228,146.10174872926314,146.30389337697537,98729
2023-01-01 10:19:00,146.8213420084406,147.64664652964143,146.1516866919658,146.46934184711128,56084
2023-01-01 10:20:00,145.56052157758884,145.72427410923788,145.55217006507567,145.70929478767798,16151
2023-01-01 10:21:00,145.69653124208563,146.07644150847344,145.6084101310493,145.86553185705424,76691
2023-01-01 10:22:00,145.4689489010943,146.57052190176714,145.39038488157652,145.71160771531498,27741
2023-01-01 10:23:00,144.8018163415743,145.59000563899238,144.61844393558698,145.43027269719917,89484
2023-01-01 10:24:00,145.46974379758453,146.15575980682186,144.99196959694174,145.7116844729345,39130
2023-01-01 10:25:00,146.0153522016186,147.31374055057782,145.84131635837514,146.17694167272285,71172
2023-01-01 10:26:00,146.0639423333851,146.74717381331618,145.92723052608963,146.59995440584916,61916
2023-01-01 10:27:00,146.15260229866675,146.31922786686914,146.0185564171227,146.24552664936667,60219
2023-01-01 10:28:00,145.8180987370404,146.15465396340275,145.64458968757177,146.124488421773,98185
2023-01-01 10:29:00,146.2192240218771,147.04291837953352,145.49561504856774,146.28431796895526,38236
2023-01-01 10:30:00,146.68205980398739,146.97242317377425,146.46375263920504,146.72706726145924,68882
2023-01-01 10:31:00,146.9578919113899,147.6137318866908,145.76900772552327,146.53081647630654,14984
2023-01-01 10:32:00,147.06074407220558,147.19148002871094,145.1100436727298,146.46385527364404,2042
2023-01-01 10:33:00,145.15152003771954,146.0916071629948,145.03785809120467,145.99238740262044,14063
2023-01-01 10:34:00,145.30986884538285,145.54451789802224,145.2840108798644,145.4830754587316,54918
2023-01-01 10:35:00,146.34904856046393,146.6320159017318,144.70960361026346,145.8522500328721,21490
2023-01-01 10:36:00,146.59834408817287,147.16056334494965,146.02155300592645,146.4602672371305,41967
2023-01-01 10:37:00,147.7177727241521,148.14543724136357,146.31464223136572,146.4432733989029,57472
2023-01-01 10:38:00,146.34338441829783,146.9112905134777,146.18745422771985,146.8987996538352,73838
2023-01-01 10:39:00,147.20678625710872,147.44423570993777,146.0567574871787,147.07286122777384,22876
2023-01-01 10:40:00,146.81719907606237,146.8649674887765,146.23770162947966,146.8029296894636,82830
2023-01-01 10:41:00,146.9065570754998,147.50117363931463,145.86992848703102,146.97677178342914,61650
2023-01-01 10:42:00,147.52225866634475,149.01399144993337,147.34561231621984,147.6696364088796,3302
2023-01-01 10:43:00,148.04701372224818,148.189634789295,146.8275144139033,147.66853211801248,20017
2023-01-01 10:44:00,148.8163881547315,149.40911404689228,146.55277266212113,148.37644486704974,43311
2023-01-01 10:45:00,147.98722549177143,148.47959059745267,146.50319082551545,147.22515711652838,1361
2023-01-01 10:46:00,147.52521434482205,147.6878464279056,147.51901341399352,147.60289380826336,39261
2023-01-01 10:47:00,147.62289756751872,147.91158496210178,146.47559699542012,147.65619929515262,18171
2023-01-01 10:48:00,147.20093519426365,148.19443621863655,147.04194832474937,147.53851404828882,42226
2023-01-01 10:49:00,147.6029030746539,148.42170064870967,147.36873894845178,147.59388264554755,30327
2023-01-01 10:50:00,146.9291516378487,147.2911873626464,146.43503803976287,146.72858299441748,71628
2023-01-01 10:51:00,146.34549390546155,146.6964722386241,146.2189631882073,146.64655941823858,83473
2023-01-01 10:52:00,146.96834328882412,147.57354280099176,145.78645788531261,146.818332063992,65223
2023-01-01 10:53:00,147.6509001133497,147.85391219799874,147.33593113875685,147.48395971304717,80353
2023-01-01 10:54:00,145.90837224414625,147.45225194886663,145.72115478135834,147.26939847704145,76315
2023-01-01 10:55:00,146.79436778218957,146.98431431082275,146.43212076608583,146.9269263171773,71052
2023-01-01 10:56:00,146.9438630140266,147.01406808174198,146.0908649195947,146.7204541492934,64624
2023-01-01 10:57:00,146.82481806871002,147.28640491505647,146.73616973025707,147.13805083802376,96650
2023-01-01 10:58:00,147.58374047460077,148.0564436984163,146.88330230101897,147.29788003556604,15530
2023-01-01 10:59:00,147.03809475778158,147.1123984755395,146.99949799197645,147.0785121587433,10310
2023-01-01 11:00:00,147.652592116052,148.1105692529903,147.26307290079959,147.3196918411647,35281
2023-01-01 11:01:00,146.70437713031913,147.43707675695995,146.4094472889829,147.37732811431277,60270
2023-01-01 11:02:00,147.61367402809793,148.1755824770203,147.3055792216486,147.82033477891238,90345
2023-01-01 11:03:00,146.24262517023897,149.39687956780472,146.14871480466647,147.5237836422817,47104
2023-01-01 11:04:00,147.413253670817,147.42292301045276,146.89879019011508,147.39352214177856,22735
2023-01-01 11:05:00,147.85613763901233,148.2686441010873,147.16921346036406,147.23487888874078,73285
2023-01-01 11:06:00,146.54949064607734,146.70151725337942,146.39703435830262,146.60316103820938,94173
2023-01-01 11:07:00,146.83847271766268,147.12913229658437,146.65750026958838,146.74805786030873,8005
2023-01-01 11:08:00,147.39010187334776,148.1065596384473,146.5511575675794,146.87766072865452,58564
2023-01-01 11:09:00,146.86164036220137,147.3275385297872,146.57596137849896,146.89460165237705,52496
2023-01-01 11:10:00,146.8701134792284,147.96746127438112,146.25310197782557,146.80591236201255,30898
2023-01-01 11:11:00,146.03424795853016,146.79433515107795,145.37640344891247,146.19723857389712,90074
2023-01-01 11:12:00,144.982309461706,147.03539271169558,144.1997088182643,146.02736674393256,22708
2023-01-01 11:13:00,145.659635858598,146.209989968259,145.53878557467613,145.891832385427,46024
2023-01-01 11:14:00,145.43401246839645,145.7427745812659,145.04641413893643,145.55528446600178,92003
2023-01-01 11:15:00,145.35821059017326,145.5500701640873,144.32985770432927,145.49941203152284,15412
2023-01-01 11:16:00,145.59449707791657,146.19235244303107,145.4866451125988,145.69032945901805,55821
2023-01-01 11:17:00,146.45554942741995,147.030157877322,146.43610344737255,146.5292956280689,30378
2023-01-01 11:18:00,146.40914713035295,146.82136270976332,146.27406848848702,146.62069084947132,94638
2023-01-01 11:19:00,146.71838831923142,146.7591103416126,144.7510573598319,146.74863956720526,79580
2023-01-01 11:20:00,146.80062596582718,146.84029286597067,146.60865041128332,146.73053992058192,32309
2023-01-01 11:21:00,145.60414686237263,145.9719511759254,145.06184620512508,145.90058596535928,84775
2023-01-01 11:22:00,146.1823999335201,146.22164485165288,145.66695486679035,145.90357085406305,3435
2023-01-01 11:23:00,145.7992154380685,146.56029339970758,145.1882917593515,145.9445246192595,89700
2023-01-01 11:24:00,147.31092734889086,147.32626907732555,146.40866851763562,147.03760916910784,4386
2023-01-01 11:25:00,146.92472714179684,147.3007716024556,146.76638826646524,146.9674600409481,71976
2023-01-01 11:26:00,146.80673341697963,148.27895440185654,146.3410419009539,147.11510972790683,46503
2023-01-01 11:27:00,147.011467620135,147.15144747603895,146.76471129639418,147.1145013614525,72972
2023-01-01 11:28:00,146.20234354438622,146.96493556939333,145.7385998114991,146.61342435131922,73939
2023-01-01 11:29:00,146.9627571916027,147.6669934983364,145.78216651942603,147.13074519254295,89778
2023-01-01 11:30:00,147.1113752512248,147.98788597626265,146.72672759797817,147.47735566936447,44464
2023-01-01 11:31:00,147.7770572937964,148.3292499946353,146.88402862323687,147.84208130433112,69475
2023-01-01 11:32:00,147.4748322585686,147.87679416125454,147.32179267377774,147.45352831037485,83758
2023-01-01 11:33:00,147.58000174139605,148.4859990679123,147.53134083631664,148.08881457512965,28277
2023-01-01 11:34:00,148.13638663343326,148.24321624081978,147.02736574300775,147.48082807028777,87679
2023-01-01 11:35:00,147.9498910730293,148.05624846609868,147.14561379079288,147.75522666355255,55012
2023-01-01 11:36:00,149.39157984061882,149.41621190133583,148.5727016407357,148.7409559886829,4138
2023-01-01 11:37:00,148.14443554602198,148.4053989416586,147.4848048890857,148.3138301244574,50327
2023-01-01 11:38:00,147.86483406161324,148.16871128548388,147.21095046898307,148.07669215166533,87525
2023-01-01 11:39:00,148.17424599828954,148.2923357804999,148.02455663239925,148.13576795441222,69698
2023-01-01 11:40:00,146.87635305571777,148.47905254745797,146.6454210777188,147.92683327320108,3752
2023-01-01 11:41:00,147.06411655879867,147.49318408329415,146.96397069957138,147.2534717640379,26765
2023-01-01 11:42:00,147.7657745078794,148.9746137134339,147.27329402828764,147.2984855194383,1837
2023-01-01 11:43:00,147.33185149380233,147.46950765821455,146.2163065840586,146.84378818340963,95010
2023-01-01 11:44:00,146.8550853192233,147.4480834686961,146.7310625521595,147.06710488193633,78579
2023-01-01 11:45:00,146.9546788997127,147.06426627258872,145.64339393474276,146.67616041156336,57997
2023-01-01 11:46:00,147.68060778207044,148.01338978448163,147.31604683926943,147.37284330985776,36501
2023-01-01 11:47:00,146.82624536419218,147.04927938924882,146.26513658006735,147.04128980001855,45770
2023-01-01 11:48:00,146.2079686397477,147.01481986601192,146.10799634630808,146.91392490678507,90608
2023-01-01 11:49:00,147.53014284908815,149.4362149048103,146.8286095180922,147.28716732142485,69189
2023-01-01 11:50:00,146.8722468937799,146.89314886321526,146.38926101087947,146.75802448258324,89060
2023-01-01 11:51:00,146.4405278401627,147.7028078237583,145.98272893527897,146.87284499698583,61594
2023-01-01 11:52:00,146.74867428315412,147.6647791642202,146.36252874992817,147.4634836069015,86269
2023-01-01 11:53:00,146.96853999458156,148.28953917696558,146.64323449471777,146.76709472243792,38448
2023-01-01 11:54:00,146.69070974618603,146.9305912320667,146.65515865375895,146.8630659569227,85306
2023-01-01 11:55:00,146.93748969182542,147.0040317771897,146.91724632100275,146.99225381537673,38959
2023-01-01 11:56:00,147.07507421580243,147.93714741954594,145.52692091846689,147.35171875877913,50525
2023-01-01 11:57:00,146.94477787541166,147.53438789731155,146.45180418317946,146.81965349085166,79340
2023-01-01 11:58:00,145.96085167270311,146.6209706628501,145.14169307470254,146.25272850905253,82746
2023-01-01 11:59:00,146.4348632363018,146.60668194066295,146.4109073067458,146.4963599161847,35029
2023-01-01 12:00:00,146.942497557075,147.203256730853,145.8855162211469,146.641531072915,74169
2023-01-01 12:01:00,147.33417437871546,147.59420155363145,146.38984401532952,146.7663931913149,9312
2023-01-01 12:02:00,145.66630080643162,147.161280487387,145.63331210482326,146.9336106930404,39300
2023-01-01 12:03:00,146.5953599770882,147.58239595204435,145.9813251615566,146.64854859100353,55994
2023-01-01 12:04:00,146.34894751074611,147.06965684755426,146.29572365951952,146.7653924486433,86765
2023-01-01 12:05:00,147.4337104997645,147.64010826973063,146.64730640450645,146.9091076775669,3884
2023-01-01 12:06:00,146.77871118076368,147.01190681361425,146.1243212634391,146.60896440016327,21522
2023-01-01 12:07:00,148.62763807278589,148.7722955907016,147.29637777365215,147.44424310325275,6623
2023-01-01 12:08:00,147.85183534931775,148.6295975782183,147.61104563832842,147.6685793367068,12460
2023-01-01 12:09:00,147.55785561674332,148.51900206801992,146.7512272407741,147.15559190966817,11234
2023-01-01 12:10:00,146.56986226210626,147.55223327033337,146.34762701039045,147.46015407355594,85039
2023-01-01 12:11:00,146.53101940134252,147.0552612727342,146.22149696212762,147.04371996117013,64578
2023-01-01 12:12:00,146.9900017194527,147.5667899437337,146.35950563812696,147.40563187734162,90636
2023-01-01 12:13:00,147.79348388322157,148.262850026475,147.7670420523534,147.93272298077102,83410
2023-01-01 12:14:00,147.53412276197514,147.73135399099252,147.03962911780084,147.58329894290128,47905
2023-01-01 12:15:00,147.96318272710886,148.29659484742245,147.56655921539289,148.02459195462572,30420
2023-01-01 12:16:00,148.7821289810198,148.99377697691872,147.75636596321098,148.22269959865048,36813
2023-01-01 12:17:00,147.42110151788438,150.05569700231126,146.4378379793979,148.603065797051,1382
2023-01-01 12:18:00,149.62032384146278,149.7392488225362,148.50914600221913,149.46353386084482,39353
2023-01-01 12:19:00,149.5268671156767,149.52813193053498,148.5594795899432,149.36845048927518,10369
2023-01-01 12:20:00,149.66047904708392,149.72973577859943,148.87155249040455,149.0456341254807,35985
2023-01-01 12:21:00,149.31432311976772,149.94960662017513,147.08935457427785,148.66280396221134,43255
2023-01-01 12:22:00,148.58026737045094,148.78502866862615,147.6937320116131,148.31382830921504,59261
2023-01-01 12:23:00,148.22790366566343,148.3249713046804,148.09724971425211,148.2943539429688,90197
2023-01-01 12:24:00,147.89182185588172,148.87369397405564,147.661275869914,148.4609561134685,62590
2023-01-01 12:25:00,148.89218809444043,149.03835729768835,148.585764055983,148.59903555092887,46486
2023-01-01 12:26:00,149.89147273898516,150.35818809647566,148.73340050657063,148.98265135357587,48883
2023-01-01 12:27:00,149.31188949751532,149.32271561332206,148.58195477091888,149.00336078768495,56318
2023-01-01 12:28:00,149.99146342836102,150.4383770853016,149.46406939099325,149.66800551131132,52566
2023-01-01 12:29:00,149.0710372846833,149.8160774808316,148.79355687504938,149.56414033073546,1650
2023-01-01 12:30:00,150.92791391639383,151.4378258719225,149.82585097068178,150.79961603363398,41937
2023-01-01 12:31:00,151.77787538262172,151.79708211008784,150.86580982893562,151.09774718266058,22299
2023-01-01 12:32:00,150.58759443344732,150.97359232529774,150.50445715671657,150.72431323011355,27862
2023-01-01 12:33:00,150.27168520665163,150.63842851838118,150.0943006561456,150.25515705249595,97689
2023-01-01 12:34:00,150.37999610609396,150.60012096315288,150.11962389831422,150.48766447377878,17312
2023-01-01 12:35:00,150.4660595525221,150.98143926477482,150.36033923828853,150.40182806224468,11943
2023-01-01 12:36:00,150.7784687214457,152.53411511153251,150.73857057352464,150.7390291836973,69734
2023-01-01 12:37:00,150.57965366009046,151.5925405822063,150.0648465575152,150.96810922691992,18325
2023-01-01 12:38:00,151.55370399117766,151.8256120073215,149.80593114183682,150.95022150812002,75268
2023-01-01 12:39:00,149.51269287903438,150.96279205217837,149.44679490987932,150.58184543232852,72341
2023-01-01 12:40:00,150.23811469719095,150.68153080796083,149.905066661481,149.91257814494804,53879
2023-01-01 12:41:00,149.63971711917947,149.77341813332623,149.2111748670552,149.72675477982864,85449
2023-01-01 12:42:00,150.19215546966396,150.20685006257344,149.89297975068294,150.12640489212086,67738
2023-01-01 12:43:00,151.03184893588067,151.04800803321407,149.93547507355913,150.23784090495855,65010
2023-01-01 12:44:00,149.4571361106928,149.8225937878756,149.19034756263642,149.69139337571323,83570
2023-01-01 12:45:00,150.0641864482226,150.08319080235944,149.70015978629272,149.78413359734108,4006
2023-01-01 12:46:00,148.5979042883744,150.24250035157993,148.53751547457136,149.97225530034888,62876
2023-01-01 12:47:00,149.6875378569196,149.96677131343634,148.867786381827,149.58959024666572,64228
2023-01-01 12:48:00,149.57380753128461,149.8912848329105,149.0026248531667,149.67353623251742,53056
2023-01-01 12:49:00,148.26980410015216,150.09417359609463,147.66323071736596,149.71464050032878,9505
2023-01-01 12:50:00,148.9742906239933,149.59966543432893,148.33033664646433,149.21625380265203,21498
2023-01-01 12:51:00,149.16846599417525,150.28690326743384,149.00200226690447,149.39133849673962,17505
2023-01-01 12:52:00,150.69518592414218,150.99313248776184,148.67272787191663,149.65760668359653,63518
2023-01-01 12:53:00,150.06671973433495,150.1689314704471,150.0097484282987,150.1588330151728,7603
2023-01-01 12:54:00,150.173939185329,150.81793090509828,149.09582314385912,150.64856195756198,25744
2023-01-01 12:55:00,149.88003028001708,150.73777952699783,149.71813489145245,150.04099508635056,70218
2023-01-01 12:56:00,149.32963074662342,151.8302317349248,148.68020622724913,149.6338625792419,14460
2023-01-01 12:57:00,150.67233424402275,150.68437828218674,149.18703947289487,149.88002611469074,54273
2023-01-01 12:58:00,150.24563227374017,150.44793906140671,149.62859665535012,150.12603287252244,80095
2023-01-01 12:59:00,150.67129456992433,150.6856648606511,150.30777905239884,150.37301167346558,29544
2023-01-01 13:00:00,151.97577192369477,152.58262974357982,151.72079799735843,152.1260894868898,7864
2023-01-01 13:01:00,152.00041342173375,153.13179717736514,151.77755551875438,152.40184411858925,90314
2023-01-01 13:02:00,153.26859263193958,154.3185157208472,152.205703367947,152.9362711960448,80770
2023-01-01 13:03:00,153.11717897808472,153.77746500489155,152.47082620984983,153.3892692404337,29593
2023-01-01 13:04:00,153.27959741532908,154.515940129229,153.01744005072953,153.70435745143996,45657
2023-01-01 13:05:00,153.49285486331456,153.77165402405612,152.7266030047437,153.57435311717018,2729
2023-01-01 13:06:00,153.2930378668256,154.17632280450795,152.79234623623478,153.9393851737012,45515
2023-01-01 13:07:00,153.80240353363064,155.18625001584076,153.48542977705873,153.59787439710064,88872
2023-01-01 13:08:00,153.2647544710191,154.57695410806318,152.6126322239583,153.5041096807015,55281
2023-01-01 13:09:00,153.75366545261082,154.21769469799574,153.15423990928613,153.29594419382667,35936
2023-01-01 13:10:00,153.1333463090817,153.48687508610004,152.1944026632,153.3489267087529,13413
2023-01-01 13:11:00,154.40483654839088,155.07603995336743,153.78055337165287,154.42911282211358,48652
2023-01-01 13:12:00,153.00654914051188,153.6577968874879,152.28502945667933,153.57947541210913,30764
2023-01-01 13:13:00,153.57287960614346,154.55931812582878,153.41370072401634,153.91101979975215,64784
2023-01-01 13:14:00,153.6765372608389,153.75686676304622,152.81523772847294,153.181766668586,46741
2023-01-01 13:15:00,153.41699360446998,153.48078575672602,152.58578141501528,152.98021077440637,74204
2023-01-01 13:16:00,153.61107504187694,154.24130321509264,152.25052270687542,153.49527247102475,79796
2023-01-01 13:17:00,153.1483611657492,153.55043601875903,153.14114478462713,153.54022203540833,77844
2023-01-01 13:18:00,152.8336299387656,153.51818576893783,152.03942642199837,153.05914454010957,60773
2023-01-01 13:19:00,153.31627655824613,153.9364915180394,152.263765803655,152.74599913308649,75432
2023-01-01 13:20:00,153.6931878090651,153.6998096009482,152.4611137422914,153.07269124450866,20283
2023-01-01 13:21:00,153.07506031475108,153.07635206070256,152.74791798088867,152.75260095589672,86127
2023-01-01 13:22:00,153.4393998784144,153.60525186063913,152.4404690731493,152.867070053666,26282
2023-01-01 13:23:00,152.21784515366613,153.31500440298106,152.14303733296506,152.9032560616005,65560
2023-01-01 13:24:00,152.94036466220948,152.9758337775798,152.21670758931054,152.61965094280725,80455
2023-01-01 13:25:00,154.08577569526935,154.75559156717787,153.02631488886064,153.61653690356272,74210
2023-01-01 13:26:00,154.42051849886346,154.5533447810802,153.8862555950105,153.9240398919104,97235
2023-01-01 13:27:00,152.74446572562178,153.87168238609684,151.9701927365916,153.00427791101313,97376
2023-01-01 13:28:00,152.84888415089355,153.42092659447493,152.58009641062378,153.1051632621883,53984
2023-01-01 13:29:00,152.97042323056604,153.38093085406612,152.61613691647585,152.81650500431533,19392
2023-01-01 13:30:00,153.120882460429,154.4690537969844,152.88878060499835,153.22258430373395,98496
2023-01-01 13:31:00,153.40948000864637,154.4196136890727,152.84848212902762,152.87361033519343,5721
2023-01-01 13:32:00,153.6527757466252,153.79344548579192,152.80547478055934,152.8362771740948,30197
2023-01-01 13:33:00,152.44673328162153,153.67937547657735,152.39810857986117,153.08310192903116,27173
2023-01-01 13:34:00,153.142348658887,153.70508569513538,153.04235752735693,153.49600771112827,2066
2023-01-01 13:35:00,152.89392732519698,153.27790964413754,152.8390144431624,152.95863519224017,93911
2023-01-01 13:36:00,152.8389624471561,153.7305477994132,152.23691599834703,152.82043649824635,60418
2023-01-01 13:37:00,153.2398401064604,153.24264369799457,152.31217595279224,152.61797449260294,68454
2023-01-01 13:38:00,152.20971103179767,153.16593249568783,152.0091785645279,152.33410693759558,75993
2023-01-01 13:39:00,153.1355857762908,153.5757323874393,153.06065026424767,153.1561570333866,77262
2023-01-01 13:40:00,148.44913488837977,148.5421431435608,147.44721049023514,147.55656679322448,15282
2023-01-01 13:41:00,148.40612334056746,148.51341218990171,147.6037952371654,147.97763212299643,25815
2023-01-01 13:42:00,148.70101401043024,149.89571729615216,148.66121313966275,148.93452483329594,23594
2023-01-01 13:43:00,150.79158911174744,151.3440342663498,149.1190708519991,149.41072745474045,73984
2023-01-01 13:44:00,148.82501540763087,149.63690151317513,147.28042754520322,148.7446380118277,57511
2023-01-01 13:45:00,148.77985770607742,149.06253044939712,147.8454731474215,148.54343080998444,67678
2023-01-01 13:46:00,148.98728107354123,149.4284128047262,148.55574441024987,149.12285913896022,86768
2023-01-01 13:47:00,149.39539666302076,149.4040841902523,148.39634177392674,148.82118234275887,67951
2023-01-01 13:48:00,148.99793561079585,150.12997992691717,148.94602261226743,149.03421365712336,7374
2023-01-01 13:49:00,149.39260056031375,150.3387183545693,149.1029781737529,149.3954580095637,27974
2023-01-01 13:50:00,149.16242348471602,149.57296713934443,148.89264412256722,148.99495994833137,70178
2023-01-01 13:51:00,148.52211110021418,149.04207411197416,148.09706835695303,148.98325251019918,84472
2023-01-01 13:52:00,147.965183643725,148.02242318021047,147.29448669520863,147.54946718371448,32914
2023-01-01 13:53:00,147.36215746993335,147.59554856672048,147.06510899475137,147.1107785784275,51014
2023-01-01 13:54:00,146.3165503528095,147.76886271007697,146.2479400159687,147.01402316409866,62379
2023-01-01 13:55:00,146.55633261385637,146.91752548322074,146.3075435921133,146.47839968956362,10347
2023-01-01 13:56:00,147.65446550135871,148.40189828644546,147.12097197275565,147.21038651583777,91468
2023-01-01 13:57:00,146.87983916748664,146.89829999056172,146.36334417781626,146.59351255942371,60015
2023-01-01 13:58:00,146.92098165916556,147.30550643273693,146.34612024826285,146.4146489097177,90129
2023-01-01 13:59:00,147.11900524832447,147.48530013189168,146.47995922219744,146.48671738177347,67864
2023-01-01 14:00:00,147.32852221257613,147.57994578424345,146.70313242937368,147.13474823240765,51181
2023-01-01 14:01:00,146.90270119082115,147.18261892326908,145.96537723137618,146.5156660589002,19760
2023-01-01 14:02:00,147.50842096845284,148.198604611392,146.30742591051978,147.04158276115376,86161
2023-01-01 14:03:00,146.35969677064753,147.3966054991668,146.03727009038911,147.0608009758963,93103
2023-01-01 14:04:00,147.52007014914392,147.739484925291,145.99746302104398,146.64248271083025,78599
2023-01-01 14:05:00,147.31978802903032,147.53468417047333,146.73247429541564,146.86043896130712,98166
2023-01-01 14:06:00,147.66434477500198,147.93479831919853,146.88705473087566,146.96282698801755,93497
2023-01-01 14:07:00,146.8358445226128,146.83695695723188,146.51388104317425,146.71289456349683,4140
2023-01-01 14:08:00,146.463796622643,146.81667882972997,145.02969338921667,146.75828845075952,83801
2023-01-01 14:09:00,146.86732691592493,147.1595512826318,145.44912244620278,146.6033203876279,75266
2023-01-01 14:10:00,147.11501543760272,147.17854786199092,145.871147951967,146.66790677887292,63176
2023-01-01 14:11:00,146.7268105135429,147.17879502727726,146.6463381805501,146.97391352968907,15057
2023-01-01 14:12:00,147.05713005700406,147.84200920502266,146.27935356491423,147.6879202162204,70093
2023-01-01 14:13:00,146.98619753764453,147.38431028371738,146.4351413617096,147.1542578183426,30114
2023-01-01 14:14:00,147.382226876124,148.74594774275968,146.71274136265544,148.1106280735723,79747
2023-01-01 14:15:00,147.48606244685234,147.665652174218,146.54738650343288,147.25806428625353,57215
2023-01-01 14:16:00,147.3083753800048,147.39511553382354,147.0300173955868,147.20573535483481,19580
2023-01-01 14:17:00,147.79331362715357,148.27821799321669,146.54093758570073,147.4802669293777,84870
2023-01-01 14:18:00,147.71427447323535,147.71457687581938,147.6084915598195,147.61933722304627,10802
2023-01-01 14:19:00,147.31036890858923,147.98582927140157,147.07380743106404,147.3583316855535,88857
2023-01-01 14:20:00,147.6619809976669,147.83997192826018,147.16714709476702,147.2810618759242,70543
2023-01-01 14:21:00,147.2393347070142,147.79771691079006,146.55298268465455,147.07796087862465,5675
